,total functional wiring,characteristic length,average node degree,argmax node degree,binarized average clustering,density,binarized small-worldness,max node betweenness,argmax node betweenness,label
721,1499.558,1.428,25.8544,RightPrecentral Gyrus,0.694,0.572,1.2048,0.0412,Left Cerebellum,2
722,1222.025,1.48,21.0694,Right Cerebellum,0.656,0.52,1.2536,0.0281,Left ParaHippocampal Gyrus,2
723,983.086,1.577,16.9498,Right Cerebellum,0.563,0.423,1.3043,0.0267,Right Cerebellum,2
724,2546.758,1.176,43.9096,Left Hippocampus,0.897,0.824,1.0791,0.0227,Right Middle Cingulate Cortex,2
725,1110.878,1.517,19.1531,Right Lingual Gyrus,0.623,0.483,1.3364,0.0368,Right Lingual Gyrus,2
726,2379.715,1.165,41.0296,Right Cerebellum,0.895,0.835,1.0725,0.0191,Right Cerebellum,2
727,1324.473,1.454,22.8357,Right Cerebellum,0.684,0.546,1.2514,0.0232,Right Thalamus,2
728,1834.559,1.319,31.6303,Right Superior Temporal Gyrus,0.792,0.681,1.1663,0.0285,Left Middle Occipital Gyrus,2
729,1091.808,1.545,18.8243,Right Superior Medial Gyrus,0.592,0.456,1.3324,0.0227,Right SMA,2
730,1567.846,1.392,27.0318,Right Middle Cingulate Cortex,0.732,0.608,1.2313,0.0311,Right Middle Cingulate Cortex,2
731,1195.925,1.506,20.6194,Right Cerebellum,0.624,0.494,1.2818,0.0285,Left Precuneus,2
732,1116.122,1.519,19.2435,Right Mid Orbital Gyrus,0.605,0.481,1.2831,0.0301,Right Mid Orbital Gyrus,2
733,1200.055,1.501,20.6906,Right Middle Cingulate Cortex,0.638,0.499,1.2891,0.0406,Left Cerebellum,2
734,1550.153,1.394,26.7268,Right Cerebellum,0.737,0.606,1.2316,0.0351,Cerebellar Vermis,2
735,2498.62,1.176,43.0796,Right Middle Cingulate Cortex,0.893,0.824,1.0867,0.0403,Right Middle Cingulate Cortex,2
736,1228.307,1.501,21.1777,Right SMA,0.643,0.502,1.2417,0.0334,Right SMA,2
737,851.501,1.613,14.681,Right Middle Cingulate Cortex,0.525,0.388,1.3573,0.0415,Right Middle Cingulate Cortex,2
738,2128.852,1.248,36.7043,Right Middle Cingulate Cortex,0.829,0.752,1.1205,0.038,Right Cerebellum,2
739,964.991,1.569,16.6378,Right Cerebellum,0.571,0.431,1.3108,0.032,Right Cerebellum,2
740,832.853,1.63,14.3595,Right Middle Cingulate Cortex,0.503,0.373,1.3538,0.0211,Right ParaHippocampal Gyrus,2
741,1224.94,1.492,21.1196,Right Cerebellum,0.618,0.508,1.2113,0.027,Left Cerebellum,2
742,1498.86,1.415,25.8424,Left Cerebellum,0.721,0.585,1.2319,0.0282,Left Cerebellum,1
743,1319.688,1.477,22.7532,Left Precuneus,0.642,0.523,1.1861,0.0317,Left Precentral Gyrus,1
744,1290.874,1.48,22.2564,Left Middle Occipital Gyrus,0.645,0.52,1.2315,0.0322,Cerebellar Vermis,1
745,2281.71,1.218,39.3398,Left Cerebellum,0.868,0.782,1.1048,0.0226,Left Cerebellum,1
746,1325.115,1.453,22.8468,Right Putamen,0.681,0.547,1.245,0.0204,Right Middle Cingulate Cortex,1
747,1853.593,1.317,31.9585,Right Lingual Gyrus,0.797,0.683,1.1438,0.0397,Right Lingual Gyrus,1
748,1998.868,1.25,34.4632,Left Superior Temporal Gyrus,0.841,0.75,1.1308,0.0296,Left Superior Temporal Gyrus,1
749,2052.813,1.281,35.3933,Left Precentral Gyrus,0.833,0.719,1.1617,0.0387,Left Cerebellum,1
750,1512.901,1.416,26.0845,Right Pallidum,0.693,0.584,1.1911,0.0232,Left Caudate Nucleus,1
751,3239.014,1.09,55.8451,Right Cerebellum,0.954,0.91,1.0507,0.0313,Left Cerebellum,1
752,1559.994,1.389,26.8964,Right Cerebellum,0.721,0.611,1.1841,0.0209,Right Cerebellum,1
753,967.721,1.578,16.6848,Right Superior Temporal Gyrus,0.537,0.423,1.2397,0.033,Right Superior Medial Gyrus,2
754,2883.773,1.129,49.7202,Left Precentral Gyrus,0.917,0.871,1.0442,0.034,Right Cerebellum,2
755,813.781,1.634,14.0307,Left Superior Medial Gyrus,0.52,0.367,1.4073,0.0252,Cerebellar Vermis,2
756,1217.706,1.495,20.9949,Left Thalamus,0.649,0.506,1.2671,0.0458,Left Thalamus,2
757,1606.144,1.384,27.6921,Right Lingual Gyrus,0.727,0.616,1.1809,0.0214,Right Middle Frontal Gyrus,2
758,866.633,1.613,14.942,Left Precentral Gyrus,0.537,0.387,1.3737,0.0401,Left Precentral Gyrus,2
759,2392.547,1.198,41.2508,Right Thalamus,0.869,0.802,1.0888,0.0209,Cerebellar Vermis,2
760,2857.306,1.121,49.2639,Right Cerebellum,0.93,0.879,1.0605,0.0273,Right Cerebellum,2
761,1212.004,1.497,20.8966,Right Cerebellum,0.642,0.503,1.2817,0.034,Right Cerebellum,2
762,1721.96,1.341,29.689,Right Cerebellum,0.757,0.659,1.1686,0.0343,RightPrecentral Gyrus,2
763,1410.174,1.438,24.3133,Right Cerebellum,0.705,0.563,1.2478,0.0485,Right Cerebellum,1
764,904.576,1.6,15.5961,Right Middle Cingulate Cortex,0.569,0.4,1.3907,0.0596,Right Middle Cingulate Cortex,1
765,1137.336,1.49,19.6092,Left Superior Occipital Gyrus,0.672,0.512,1.338,0.0339,Left Superior Occipital Gyrus,1
766,1199.95,1.49,20.6888,Right Middle Temporal Gyrus,0.635,0.51,1.2696,0.0284,Right Precuneus,1
767,1918.686,1.318,33.0808,Right Cerebellum,0.803,0.682,1.1839,0.0452,Right Cerebellum,1
768,1080.032,1.519,18.6212,Left Middle Occipital Gyrus,0.679,0.489,1.3607,0.0342,Left Middle Occipital Gyrus,1
769,910.712,1.61,15.7019,Left Calcarine Gyrus,0.583,0.406,1.4607,0.0305,Left Cerebellum,1
770,1777.975,1.354,30.6547,Right Temporal Pole,0.776,0.646,1.1895,0.0355,Left Cerebellum,1
771,1859.264,1.312,32.0563,Left Middle Occipital Gyrus,0.815,0.688,1.1756,0.0275,Left Middle Occipital Gyrus,1
772,1068.381,1.538,18.4204,Right Middle Cingulate Cortex,0.621,0.464,1.335,0.0275,Right Middle Cingulate Cortex,1
773,2121.067,1.242,36.5701,Right ParaHippocampal Gyrus,0.85,0.758,1.1304,0.023,Left Inferior Temporal Gyrus,1
774,2952.092,1.111,50.8981,Left Cerebellum,0.95,0.889,1.0581,0.0136,Left Postcentral Gyrus,1
775,2699.904,1.128,46.5501,Right Middle Cingulate Cortex,0.931,0.872,1.0727,0.0215,Right Middle Cingulate Cortex,1
776,1548.048,1.393,26.6905,Right Precuneus,0.745,0.607,1.2095,0.049,Right Middle Cingulate Cortex,2
777,1829.184,1.325,31.5377,Right Middle Cingulate Cortex,0.8,0.675,1.225,0.0406,Right Middle Cingulate Cortex,2
778,2883.556,1.105,49.7165,Right Lingual Gyrus,0.933,0.895,1.0442,0.018,Cerebellar Vermis,2
779,1266.639,1.47,21.8386,Left Cerebellum,0.719,0.544,1.3087,0.0387,Left Cerebellum,2
780,1027.015,1.544,17.7072,Right Precuneus,0.611,0.456,1.2928,0.0374,Right Precuneus,2
781,935.771,1.592,16.134,Left Middle Occipital Gyrus,0.569,0.41,1.368,0.0316,Left Cerebellum,2
782,1197.126,1.507,20.6401,Right Middle Cingulate Cortex,0.656,0.493,1.3098,0.0328,Right Middle Cingulate Cortex,2
783,2709.401,1.152,46.7138,Right SMA,0.905,0.848,1.0442,0.0185,Right SMA,2
784,2122.68,1.218,36.5979,Right Middle Cingulate Cortex,0.854,0.782,1.0727,0.027,Right Cerebellum,2
785,1374.091,1.443,23.6912,Right Precuneus,0.69,0.557,1.2487,0.0325,Right Cerebellum,2
786,2071.935,1.287,35.723,Right Superior Temporal Gyrus,0.834,0.713,1.1916,0.0447,Right Cerebellum,2
787,1230.676,1.473,21.2185,Right Putamen,0.65,0.527,1.2397,0.0243,Right Putamen,2
788,2576.097,1.155,44.4155,Right Middle Temporal Gyrus,0.911,0.845,1.089,0.0412,Right Middle Temporal Gyrus,2
789,1256.88,1.482,21.6703,Right Lingual Gyrus,0.665,0.519,1.2598,0.0265,Right Cerebellum,2
790,1537.809,1.395,26.5139,Right Temporal Pole,0.742,0.605,1.2586,0.0401,Left Cerebellum,1
791,2904.606,1.09,50.0794,Right Temporal Pole,0.938,0.91,1.0279,0.0131,Left Cerebellum,1
792,1728.489,1.345,29.8015,Right Cerebellum,0.796,0.656,1.2086,0.032,Left Cerebellum,1
793,3288.28,1.093,56.6945,Right Middle Temporal Gyrus,0.947,0.907,1.0559,0.0276,Left Cerebellum,1
794,729.27,1.668,12.5736,Left Rolandic Operculum,0.463,0.333,1.375,0.032,Left Rolandic Operculum,2
795,1153.047,1.526,19.8801,Left Precuneus,0.625,0.476,1.3437,0.0471,Left Cerebellum,2
796,3107.896,1.101,53.5844,Left Middle Temporal Gyrus,0.935,0.899,1.044,0.0259,Left Middle Temporal Gyrus,2
797,2461.611,1.167,42.4416,Left Precuneus,0.897,0.833,1.0733,0.0165,Right Precuneus,2
798,2490.766,1.265,42.9442,Right Temporal Pole,0.876,0.739,1.2077,0.0622,Left Cerebellum,2
799,958.366,1.562,16.5236,Left Superior Occipital Gyrus,0.581,0.438,1.3203,0.0326,Left Superior Occipital Gyrus,2
800,1900.381,1.304,32.7652,Right Precuneus,0.792,0.696,1.1517,0.0372,Right Precuneus,2
801,2152.479,1.275,37.1117,Right Middle Cingulate Cortex,0.822,0.725,1.1585,0.0323,Right Middle Cingulate Cortex,2
802,1696.862,1.34,29.2562,Left Middle Occipital Gyrus,0.769,0.66,1.181,0.0177,Left Cerebellum,2
803,1024.816,1.552,17.6692,Left Middle Temporal Gyrus,0.607,0.449,1.3879,0.0322,Right Postcentral Gyrus,2
804,522.991,1.76,9.0171,Right Mid Orbital Gyrus,0.424,0.266,1.5558,0.0267,Right Mid Orbital Gyrus,2
805,3138.356,1.12,54.1096,Right Inferior Temporal Gyrus,0.923,0.88,1.0431,0.0191,Cerebellar Vermis,1
806,1461.172,1.441,25.1926,Right Lingual Gyrus,0.662,0.559,1.1361,0.023,Cerebellar Vermis,1
807,1503.065,1.424,25.9149,Right Inferior Temporal Gyrus,0.706,0.576,1.2602,0.0394,Right Inferior Temporal Gyrus,1
808,1951.025,1.322,33.6384,Right Precuneus,0.793,0.678,1.14,0.0351,Right Cerebellum,2
809,1728.192,1.348,29.7964,Right Middle Cingulate Cortex,0.764,0.652,1.1957,0.0401,Right Middle Cingulate Cortex,2
810,1365.694,1.434,23.5464,Left Cerebellum,0.703,0.566,1.2633,0.0285,Left Cerebellum,2
811,2721.232,1.161,46.9178,Right Inferior Temporal Gyrus,0.912,0.839,1.0733,0.0644,Left Cerebellum,2
812,1405.117,1.442,24.2261,Left Temporal Pole,0.652,0.558,1.1971,0.0322,Right Middle Occipital Gyrus,2
813,2258.3,1.243,38.9362,Right Hippocampus,0.839,0.757,1.1128,0.0445,Right Cerebellum,2
814,1397.902,1.439,24.1018,Right Thalamus,0.672,0.561,1.2005,0.0203,Right Temporal Pole,2
815,1605.933,1.357,27.6885,Right Lingual Gyrus,0.754,0.643,1.1761,0.0352,Right Middle Cingulate Cortex,2
816,3565.705,1.086,61.4777,Right Middle Cingulate Cortex,0.95,0.914,1.0483,0.0317,Right Cerebellum,2
817,1750.051,1.386,30.1733,Right Cerebellum,0.773,0.615,1.2577,0.0375,Left Cerebellum,2
818,3561.66,1.044,61.4079,Right Lingual Gyrus,0.979,0.956,1.0277,0.0121,Right Cerebellum,2
819,2998.376,1.142,51.6961,Left Cerebellum,0.926,0.858,1.0855,0.0383,Right Cerebellum,2
820,2297.806,1.201,39.6173,Left Superior Temporal Gyrus,0.883,0.799,1.116,0.027,Right Cerebellum,2
821,1654.143,1.379,28.5197,Left Precuneus,0.749,0.621,1.1958,0.0381,Left Cerebellum,2
822,1778.745,1.341,30.668,Right Cerebellum,0.765,0.659,1.1525,0.0304,Right Fusiform Gyrus,1
823,1956.477,1.279,33.7324,Right Cerebellum,0.811,0.721,1.1172,0.0418,Right Middle Cingulate Cortex,1
824,1015.623,1.577,17.5107,Right Lingual Gyrus,0.566,0.423,1.3152,0.0445,Right Lingual Gyrus,1
825,837.562,1.614,14.4407,Right Lingual Gyrus,0.543,0.393,1.3422,0.0264,Right Mid Orbital Gyrus,1
826,2171.441,1.232,37.4386,Right Lingual Gyrus,0.841,0.768,1.0934,0.0322,Right Middle Cingulate Cortex,1
